"subject","cluster_labels","question_type","score","sentiment_score"
19,16,"willing",65,0.743591904640198
19,23,"willing",30,0.678370833396912
19,22,"willing",25,0.537293791770935
19,6,"willing",10,-0.771744713187218
19,1,"willing",20,-0.764777109026909
19,23,"willing",70,-0.757560282945633
19,20,"willing",70,0.590556859970093
20,3,"willing",72,0.695410847663879
20,3,"willing",55,0.738454341888428
20,23,"willing",45,0.374200105667114
20,25,"willing",62,-0.617924124002457
20,3,"willing",73,0.731200695037842
20,6,"willing",10,-0.816255614161491
20,26,"willing",64,-0.757560282945633
20,21,"willing",11,-0.779227450489998
21,21,"willing",4,-0.773200288414955
21,21,"willing",0,-0.726624071598053
21,10,"willing",63,0.738454341888428
21,18,"willing",23,-0.0745089650154114
21,21,"willing",2,-0.771744713187218
21,6,"willing",9,-0.180331110954285
21,20,"willing",64,-0.757560282945633
21,6,"willing",28,-0.660026460886002
22,23,"willing",45,0.695410847663879
22,16,"willing",60,-0.228060901165009
22,23,"willing",40,-0.573507249355316
22,23,"willing",60,0.714885711669922
22,26,"willing",15,-0.505137056112289
22,12,"willing",5,-0.667535901069641
22,12,"willing",0,-0.75482189655304
22,26,"willing",0,-0.274528503417969
23,13,"willing",15,0.695410847663879
23,16,"willing",10,0.571426868438721
23,2,"willing",0,-0.666805267333984
23,19,"willing",5,-0.790761336684227
23,8,"willing",0,-0.778673276305199
23,18,"willing",1,-0.650366872549057
23,8,"willing",0,-0.518516272306442
23,10,"willing",20,0.466552972793579
24,5,"willing",4,0.391091346740723
24,25,"willing",65,-0.642010241746902
24,14,"willing",65,0.270068049430847
24,20,"willing",100,0.724303126335144
24,20,"willing",100,-0.790915548801422
24,14,"willing",80,0.738454341888428
24,23,"willing",70,-0.188717424869537
24,10,"willing",100,0.452675938606262
25,18,"willing",18,0.198688626289368
25,13,"willing",100,0.759617209434509
25,23,"willing",18,0.569373607635498
25,1,"willing",0,0.569373607635498
25,21,"willing",0,-0.760498642921448
25,13,"willing",100,0.731200695037842
25,11,"willing",100,-0.591646939516068
25,8,"willing",0,-0.755544096231461
26,19,"willing",40,-0.0825422406196594
26,11,"willing",100,0.743591904640198
26,14,"willing",70,0.374200105667114
26,7,"willing",72,0.742148160934448
26,17,"willing",9,-0.760498642921448
26,20,"willing",45,-0.728010952472687
26,3,"willing",65,-0.595013201236725
26,12,"willing",39,-0.680414855480194
27,5,"willing",0,-0.784131273627281
27,1,"willing",5,-0.601549535989761
27,14,"willing",62,-0.278412461280823
27,3,"willing",60,0.742148160934448
27,12,"willing",0,-0.769211456179619
27,23,"willing",9,-0.424350440502167
27,15,"willing",0,-0.757560282945633
27,14,"willing",72,-0.193140745162964
28,4,"willing",5,0.557807087898254
28,21,"willing",2,-0.784131273627281
28,13,"willing",72,0.374200105667114
28,7,"willing",84,0.742148160934448
28,7,"willing",92,0.700512170791626
28,5,"willing",19,0.609671711921692
28,9,"willing",66,0.674097537994385
28,4,"willing",3,-0.680414855480194
29,8,"willing",0,-0.816255614161491
29,4,"willing",54,0.335939645767212
29,26,"willing",64,-0.713686496019363
29,23,"willing",83,0.731200695037842
29,17,"willing",0,-0.760498642921448
29,6,"willing",4,0.680166959762573
29,21,"willing",7,-0.764777109026909
29,8,"willing",0,-0.771744713187218
30,0,"willing",96,0.357367515563965
30,16,"willing",89,0.695410847663879
30,3,"willing",73,0.374200105667114
30,1,"willing",10,-0.773184135556221
30,4,"willing",0,-0.431646764278412
30,26,"willing",27,-0.690130531787872
30,12,"willing",0,-0.431646764278412
30,14,"willing",100,-0.0347154140472412
31,23,"willing",40,-0.788358569145203
31,10,"willing",88,0.713557720184326
31,3,"willing",55,-0.209695935249329
31,23,"willing",55,-0.170616209506989
31,12,"willing",4,-0.814884692430496
31,22,"willing",75,0.6376713514328
31,13,"willing",100,-0.156125068664551
31,20,"willing",81,0.0589542388916016
32,0,"willing",72,0.391091346740723
32,16,"willing",45,0.731200695037842
32,22,"willing",60,0.738454341888428
32,23,"willing",42,0.731200695037842
32,6,"willing",9,0.0578113794326782
32,26,"willing",17,0.508263111114502
32,9,"willing",55,-0.156125068664551
32,0,"willing",60,0.78659188747406
33,25,"willing",100,0.731200695037842
33,13,"willing",100,0.763096928596497
33,16,"willing",100,0.738454341888428
33,23,"willing",100,0.662636518478394
33,25,"willing",100,0.344143509864807
33,16,"willing",100,0.374200105667114
33,7,"willing",100,0.21867835521698
33,11,"willing",100,0.78659188747406
34,15,"willing",0,-0.778576478362083
34,7,"willing",70,0.405173659324646
34,13,"willing",92,0.678370833396912
34,24,"willing",21,-0.666727006435394
34,7,"willing",86,0.731200695037842
34,3,"willing",40,-0.674454778432846
34,13,"willing",100,-0.595013201236725
34,24,"willing",61,-0.680414855480194
35,1,"willing",70,0.590556859970093
35,9,"willing",70,0.695410847663879
35,23,"willing",81,0.374200105667114
35,18,"willing",40,0.742148160934448
35,4,"willing",3,-0.470828771591187
35,1,"willing",60,0.374200105667114
35,25,"willing",95,-0.757560282945633
35,7,"willing",100,0.590556859970093
36,26,"willing",13,-0.733958572149277
36,1,"willing",27,-0.802049145102501
36,1,"willing",0,-0.739865243434906
36,1,"willing",8,0.743591904640198
36,8,"willing",0,-0.802049145102501
36,3,"willing",70,0.738454341888428
36,4,"willing",0,-0.680414855480194
36,1,"willing",60,0.195933938026428
37,6,"willing",15,-0.305513978004456
37,22,"willing",20,-0.505137056112289
37,20,"willing",25,0.374200105667114
37,22,"willing",40,0.742148160934448
37,20,"willing",65,0.731200695037842
37,3,"willing",20,0.713557720184326
37,11,"willing",60,0.690699458122253
37,25,"willing",20,0.78659188747406
38,4,"willing",15,0.391091346740723
38,6,"willing",9,-0.675742328166962
38,18,"willing",30,0.414975047111511
38,26,"willing",30,-0.639607906341553
38,13,"willing",80,-0.505137056112289
38,25,"willing",35,0.374200105667114
38,9,"willing",76,-0.757560282945633
38,19,"willing",15,0.78659188747406
39,4,"willing",0,-0.771744713187218
39,20,"willing",10,0.724982976913452
39,19,"willing",19,-0.569750815629959
39,3,"willing",20,-0.788888514041901
39,20,"willing",100,0.731200695037842
39,5,"willing",9,-0.754491046071053
39,4,"willing",10,-0.711745262145996
39,11,"willing",90,0.78659188747406
40,17,"willing",24,-0.764777109026909
40,14,"willing",85,0.695410847663879
40,26,"willing",50,-0.756154701113701
40,4,"willing",45,-0.505137056112289
40,6,"willing",50,0.674097537994385
40,25,"willing",68,0.245904684066772
40,11,"willing",80,-0.156125068664551
40,25,"willing",74,0.78659188747406
41,22,"willing",85,0.391091346740723
41,20,"willing",80,0.638033032417297
41,14,"willing",92,0.374200105667114
41,20,"willing",75,0.642146825790405
41,9,"willing",25,0.6376713514328
41,20,"willing",95,0.0690457820892334
41,22,"willing",60,-0.793742701411247
41,20,"willing",100,0.78659188747406
42,23,"willing",6,0.790867328643799
42,23,"willing",4,0.743591904640198
42,12,"willing",5,0.433952331542969
42,17,"willing",2,-0.574658811092377
42,23,"willing",7,-0.525312900543213
42,17,"willing",0,-0.737428963184357
42,7,"willing",8,0.590556859970093
42,1,"willing",1,0.736944437026978
43,4,"willing",0,-0.0137680172920227
43,6,"willing",0,-0.574081420898438
43,3,"willing",0,-0.535250902175903
43,8,"willing",0,-0.771744713187218
43,8,"willing",0,-0.119235992431641
43,17,"willing",0,0.0690457820892334
43,18,"willing",28,-0.567534536123276
43,18,"willing",30,0.195933938026428
44,19,"willing",65,0.391091346740723
44,6,"willing",16,0.638033032417297
44,16,"willing",71,-0.234929323196411
44,4,"willing",0,0.419940948486328
44,6,"willing",6,-0.792643219232559
44,5,"willing",14,0.391091346740723
44,24,"willing",87,-0.156125068664551
44,21,"willing",0,-0.771744713187218
45,12,"willing",21,0.649226784706116
45,12,"willing",29,-0.317578494548798
45,12,"willing",39,0.680166959762573
45,23,"willing",45,0.590730786323547
45,1,"willing",54,0.21867835521698
45,1,"willing",34,0.391091346740723
45,15,"willing",4,-0.740360110998154
45,3,"willing",51,0.670098781585693
46,12,"willing",16,-0.778576478362083
46,12,"willing",16,-0.521409273147583
46,23,"willing",55,-0.728010952472687
46,13,"willing",93,0.633119344711304
46,15,"willing",0,-0.505137056112289
46,3,"willing",64,-0.186173796653748
46,2,"willing",0,-0.747337371110916
46,23,"willing",13,0.466552972793579
47,20,"willing",60,0.391091346740723
47,20,"willing",75,0.571426868438721
47,10,"willing",84,0.220730304718018
47,13,"willing",65,0.742148160934448
47,13,"willing",75,0.674097537994385
47,10,"willing",80,0.374200105667114
47,13,"willing",91,-0.747337371110916
47,10,"willing",98,-0.0209064483642578
48,16,"willing",70,0.695410847663879
48,3,"willing",50,0.695410847663879
48,16,"willing",60,0.374200105667114
48,16,"willing",70,0.714885711669922
48,16,"willing",60,0.21867835521698
48,14,"willing",70,0.738454341888428
48,16,"willing",60,-0.156125068664551
48,14,"willing",70,0.627710700035095
49,10,"willing",100,-0.304470658302307
49,10,"willing",100,0.759617209434509
49,10,"willing",100,0.743591904640198
49,10,"willing",95,0.695410847663879
49,13,"willing",100,0.731200695037842
49,13,"willing",95,0.738454341888428
49,14,"willing",97,-0.156125068664551
49,10,"willing",100,0.695410847663879
50,13,"willing",100,0.391091346740723
50,21,"willing",0,-0.768006309866905
50,4,"willing",0,-0.739865243434906
50,12,"willing",43,0.313746333122253
50,23,"willing",54,0.487629055976868
50,21,"willing",0,-0.788779139518738
50,12,"willing",39,-0.825471818447113
50,22,"willing",100,0.642176866531372
51,4,"willing",0,-0.574903130531311
51,13,"willing",100,0.738454341888428
51,10,"willing",81,0.374200105667114
51,25,"willing",49,0.674097537994385
51,3,"willing",60,0.700512170791626
51,10,"willing",92,0.695410847663879
51,0,"willing",92,0.590556859970093
51,0,"willing",81,-0.305513978004456
52,1,"willing",57,0.48602294921875
52,17,"willing",1,-0.785388320684433
52,20,"willing",72,0.374200105667114
52,20,"willing",97,0.70619523525238
52,17,"willing",3,-0.559883236885071
52,5,"willing",18,-0.798667669296265
52,5,"willing",28,-0.728010952472687
52,17,"willing",5,-0.814335599541664
53,1,"willing",25,-0.30104649066925
53,16,"willing",50,0.0105235576629639
53,3,"willing",55,-0.0930331349372864
53,1,"willing",40,0.201978445053101
53,23,"willing",50,-0.42878383398056
53,23,"willing",45,0.0690457820892334
53,5,"willing",30,-0.292811334133148
53,20,"willing",60,-0.326417088508606
54,15,"willing",3,0.391091346740723
54,23,"willing",3,0.660681486129761
54,4,"willing",0,-0.666805267333984
54,3,"willing",9,0.6376713514328
54,22,"willing",81,0.592597484588623
54,26,"willing",5,0.374200105667114
54,15,"willing",9,-0.76291199028492
54,6,"willing",0,0.0589542388916016
55,20,"willing",100,0.763096928596497
55,13,"willing",100,-0.332378149032593
55,10,"willing",100,0.220730304718018
55,13,"willing",100,0.674097537994385
55,21,"willing",0,-0.771744713187218
55,16,"willing",80,-0.424350440502167
55,7,"willing",100,0.21867835521698
55,26,"willing",65,-0.779227450489998
56,23,"willing",45,0.75802755355835
56,17,"willing",0,-0.771744713187218
56,21,"willing",0,-0.728010952472687
56,21,"willing",0,-0.795571208000183
56,23,"willing",0,-0.64439383149147
56,8,"willing",0,-0.73030099272728
56,26,"willing",50,0.674097537994385
56,17,"willing",0,-0.761301696300507
57,14,"willing",5,-0.635335892438889
57,11,"willing",0,0.695410847663879
57,23,"willing",0,0.678370833396912
57,16,"willing",0,0.751473665237427
57,8,"willing",0,-0.725869178771973
57,5,"willing",0,0.638033032417297
57,23,"willing",0,-0.757560282945633
57,8,"willing",0,0.0760346651077271
58,2,"willing",0,-0.818902403116226
58,17,"willing",0,-0.533860832452774
58,1,"willing",13,0.330546140670776
58,17,"willing",0,-0.771744713187218
58,23,"willing",51,0.731200695037842
58,17,"willing",0,0.433952331542969
58,15,"willing",0,-0.586760878562927
58,20,"willing",85,0.78659188747406
59,1,"willing",25,-0.401459991931915
59,12,"willing",0,-0.756154701113701
59,12,"willing",10,-0.424350440502167
59,23,"willing",40,0.738454341888428
59,23,"willing",40,0.335939645767212
59,17,"willing",0,-0.7577785551548
59,1,"willing",30,-0.773200288414955
59,12,"willing",9,-0.771744713187218
60,2,"willing",0,-0.80050952732563
60,12,"willing",0,-0.167389512062073
60,1,"willing",0,-0.807989463210106
60,9,"willing",0,0.603157520294189
60,3,"willing",0,-0.505137056112289
60,21,"willing",0,-0.68180313706398
60,21,"willing",0,-0.830285847187042
60,3,"willing",0,-0.193140745162964
61,23,"willing",100,0.391091346740723
61,17,"willing",0,-0.771744713187218
61,23,"willing",69,0.374200105667114
61,12,"willing",0,-0.788358569145203
61,12,"willing",0,-0.771744713187218
61,22,"willing",100,0.374200105667114
61,23,"willing",74,-0.188717424869537
61,23,"willing",100,0.670098781585693
62,12,"willing",0,-0.401459991931915
62,16,"willing",62,0.731200695037842
62,23,"willing",3,0.75802755355835
62,23,"willing",5,0.742148160934448
62,12,"willing",0,0.674097537994385
62,10,"willing",100,0.374200105667114
62,1,"willing",0,-0.305513978004456
62,12,"willing",4,0.552592277526855
63,4,"willing",0,-0.784131273627281
63,4,"willing",0,-0.784131273627281
63,3,"willing",0,-0.728010952472687
63,18,"willing",20,0.521633505821228
63,19,"willing",91,0.731200695037842
63,12,"willing",0,-0.798667669296265
63,2,"willing",0,-0.814335599541664
63,5,"willing",0,-0.804886221885681
64,1,"willing",0,-0.811454877257347
64,3,"willing",40,-0.567199617624283
64,12,"willing",25,0.731200695037842
64,23,"willing",20,-0.356299221515656
64,1,"willing",10,0.731200695037842
64,20,"willing",60,0.738454341888428
64,23,"willing",45,-0.156125068664551
64,20,"willing",19,0.708293914794922
65,6,"willing",41,0.391091346740723
65,8,"willing",0,-0.739865243434906
65,8,"willing",0,-0.728010952472687
65,25,"willing",55,0.320042848587036
65,20,"willing",99,0.731200695037842
65,21,"willing",0,-0.725869178771973
65,7,"willing",65,-0.757560282945633
65,17,"willing",6,-0.677652537822723
66,0,"willing",10,-0.666727006435394
66,20,"willing",29,0.738454341888428
66,15,"willing",0,0.198688626289368
66,18,"willing",0,0.742148160934448
66,21,"willing",0,-0.505137056112289
66,9,"willing",19,-0.643076837062836
66,9,"willing",3,-0.36501157283783
66,0,"willing",25,0.453364014625549
67,9,"willing",100,0.695410847663879
67,9,"willing",100,0.638033032417297
67,7,"willing",90,0.374200105667114
67,9,"willing",40,-0.505137056112289
67,9,"willing",85,-0.505137056112289
67,1,"willing",80,0.374200105667114
67,24,"willing",80,-0.156125068664551
67,18,"willing",80,-0.505137056112289
68,23,"willing",30,-0.156125068664551
68,1,"willing",6,0.660681486129761
68,16,"willing",74,0.738454341888428
68,1,"willing",15,0.521633505821228
68,1,"willing",19,0.742148160934448
68,23,"willing",54,0.695410847663879
68,12,"willing",3,-0.757560282945633
68,23,"willing",9,0.172764897346497
69,21,"willing",0,-0.612575769424438
69,12,"willing",16,0.466552972793579
69,12,"willing",0,0.697143316268921
69,23,"willing",22,0.548390865325928
69,1,"willing",0,0.269824743270874
69,21,"willing",0,0.270068049430847
69,8,"willing",11,-0.156125068664551
69,8,"willing",0,-0.737778931856155
70,6,"willing",28,-0.766053304076195
70,14,"willing",84,0.662636518478394
70,10,"willing",100,0.75802755355835
70,11,"willing",70,0.742148160934448
70,9,"willing",19,-0.765659347176552
70,10,"willing",75,0.374200105667114
70,25,"willing",65,-0.156125068664551
70,12,"willing",80,0.736944437026978
71,1,"willing",5,-0.771744713187218
71,3,"willing",75,0.391091346740723
71,16,"willing",70,0.374200105667114
71,21,"willing",0,-0.771744713187218
71,17,"willing",10,0.674097537994385
71,23,"willing",10,-0.0745089650154114
71,3,"willing",30,-0.36501157283783
71,8,"willing",0,-0.739843457937241
72,12,"willing",18,-0.505137056112289
72,4,"willing",5,0.638033032417297
72,1,"willing",15,0.414975047111511
72,23,"willing",46,0.742148160934448
72,23,"willing",74,-0.470828771591187
72,12,"willing",5,-0.728010952472687
72,1,"willing",42,-0.156125068664551
72,6,"willing",7,0.638033032417297
73,3,"willing",43,-0.156125068664551
73,16,"willing",69,0.466552972793579
73,5,"willing",24,0.660681486129761
73,20,"willing",53,0.739808082580566
73,25,"willing",61,0.680447101593018
73,3,"willing",34,0.374200105667114
73,7,"willing",60,-0.757560282945633
73,20,"willing",71,0.78659188747406
74,26,"willing",57,-0.741232067346573
74,22,"willing",81,0.453320980072021
74,23,"willing",64,-0.0930331349372864
74,9,"willing",31,0.633119344711304
74,6,"willing",62,0.731200695037842
74,1,"willing",0,-0.548686176538467
74,21,"willing",0,-0.814335599541664
74,9,"willing",100,0.594313383102417
75,10,"willing",86,0.695410847663879
75,4,"willing",0,-0.674454778432846
75,14,"willing",98,0.642176866531372
75,20,"willing",86,0.635981798171997
75,12,"willing",0,-0.119235992431641
75,21,"willing",0,0.0690457820892334
75,22,"willing",77,-0.549875050783157
75,13,"willing",100,0.521065831184387
76,3,"willing",40,-0.788402155041695
76,22,"willing",65,0.731200695037842
76,10,"willing",70,0.508263111114502
76,13,"willing",100,0.75802755355835
76,1,"willing",70,0.716869711875916
76,13,"willing",80,0.571426868438721
76,25,"willing",65,-0.694690495729446
76,22,"willing",60,0.674097537994385
77,3,"willing",87,-0.156125068664551
77,18,"willing",70,0.0962004661560059
77,8,"willing",0,-0.771744713187218
77,13,"willing",100,0.775673627853394
77,16,"willing",96,0.269824743270874
77,4,"willing",4,-0.586760878562927
77,18,"willing",51,-0.80050952732563
77,20,"willing",76,0.790867328643799
78,20,"willing",71,0.391091346740723
78,13,"willing",100,0.759617209434509
78,14,"willing",100,0.75802755355835
78,15,"willing",0,-0.788358569145203
78,8,"willing",0,-0.771744713187218
78,14,"willing",7,0.787449598312378
78,16,"willing",82,0.590556859970093
78,19,"willing",57,0.0630613565444946
79,12,"willing",0,-0.304470658302307
79,4,"willing",0,-0.415085136890411
79,8,"willing",0,-0.725869178771973
79,3,"willing",10,0.313746333122253
79,2,"willing",0,-0.803040355443954
79,8,"willing",0,-0.759581834077835
79,12,"willing",0,-0.591646939516068
79,12,"willing",10,-0.167389512062073
80,13,"willing",61,0.391091346740723
80,13,"willing",78,0.638033032417297
80,19,"willing",0,0.414975047111511
80,12,"willing",0,0.476712942123413
80,1,"willing",31,-0.105449199676514
80,23,"willing",0,-0.667122900485992
80,12,"willing",0,-0.757560282945633
80,16,"willing",36,0.700961112976074
81,26,"willing",45,-0.145119667053223
81,12,"willing",35,-0.703788310289383
81,14,"willing",90,0.00127363204956055
81,3,"willing",55,0.714885711669922
81,23,"willing",60,-0.768604531884193
81,23,"willing",55,0.374200105667114
81,3,"willing",40,-0.76291199028492
81,3,"willing",70,-0.190668284893036
82,23,"willing",75,0.695410847663879
82,1,"willing",25,-0.756154701113701
82,6,"willing",20,0.678370833396912
82,22,"willing",70,0.693966627120972
82,23,"willing",35,-0.505137056112289
82,12,"willing",15,-0.725869178771973
82,3,"willing",50,-0.757560282945633
82,12,"willing",15,-0.771744713187218
83,25,"willing",85,0.391091346740723
83,18,"willing",55,0.731200695037842
83,13,"willing",93,0.220730304718018
83,9,"willing",55,0.490541696548462
83,26,"willing",34,0.731200695037842
83,9,"willing",60,-0.728010952472687
83,11,"willing",100,0.590556859970093
83,24,"willing",80,0.742148160934448
84,9,"willing",40,-0.771744713187218
84,20,"willing",100,0.660681486129761
84,10,"willing",71,0.571426868438721
84,26,"willing",0,-0.795571208000183
84,6,"willing",0,-0.771744713187218
84,14,"willing",65,-0.400558412075043
84,15,"willing",19,-0.783516973257065
84,0,"willing",100,0.695410847663879
85,21,"willing",0,-0.779154896736145
85,21,"willing",0,-0.764777109026909
85,26,"willing",10,-0.771744713187218
85,14,"willing",95,0.75802755355835
85,7,"willing",90,0.619345784187317
85,18,"willing",30,0.457461595535278
85,25,"willing",98,-0.156125068664551
85,26,"willing",0,-0.680414855480194
86,12,"willing",19,0.767429232597351
86,23,"willing",8,0.738454341888428
86,1,"willing",17,0.763096928596497
86,23,"willing",40,0.599554300308228
86,1,"willing",30,0.0742924213409424
86,23,"willing",10,0.695410847663879
86,3,"willing",20,0.738454341888428
86,23,"willing",10,0.571426868438721
87,14,"willing",97,0.695410847663879
87,10,"willing",100,0.724982976913452
87,23,"willing",0,-0.2917520403862
87,25,"willing",45,0.714885711669922
87,19,"willing",86,-0.771348029375076
87,14,"willing",75,0.738454341888428
87,16,"willing",92,0.674097537994385
87,1,"willing",20,-0.574903130531311
88,14,"willing",68,0.391091346740723
88,10,"willing",100,0.695410847663879
88,10,"willing",100,0.220730304718018
88,7,"willing",73,0.759617209434509
88,17,"willing",16,-0.760498642921448
88,18,"willing",14,-0.703788310289383
88,11,"willing",68,0.21867835521698
88,0,"willing",42,0.738454341888428
89,12,"willing",8,-0.401459991931915
89,20,"willing",86,0.660681486129761
89,5,"willing",72,-0.279041528701782
89,13,"willing",71,0.714885711669922
89,23,"willing",29,0.508122563362122
89,6,"willing",10,0.426631331443787
89,15,"willing",0,-0.783836841583252
89,22,"willing",93,0.266104459762573
90,13,"willing",90,-0.190668284893036
90,14,"willing",70,0.642176866531372
90,14,"willing",45,-0.180724859237671
90,7,"willing",85,0.697143316268921
90,17,"willing",2,-0.798355728387833
90,26,"willing",5,-0.728010952472687
90,26,"willing",9,-0.759730145335197
90,13,"willing",88,0.550889253616333
91,1,"willing",15,0.391091346740723
91,8,"willing",0,0.638033032417297
91,8,"willing",0,0.270068049430847
91,8,"willing",0,0.521633505821228
91,12,"willing",0,-0.709005445241928
91,8,"willing",0,0.165615081787109
91,20,"willing",71,-0.595013201236725
91,8,"willing",0,0.638033032417297
92,1,"willing",15,0.391091346740723
92,22,"willing",20,0.590556859970093
92,20,"willing",14,0.374200105667114
92,22,"willing",22,-0.27810400724411
92,20,"willing",20,-0.27810400724411
92,12,"willing",12,0.573765516281128
92,15,"willing",4,-0.757560282945633
92,22,"willing",19,0.674097537994385
93,1,"willing",38,-0.769540846347809
93,21,"willing",0,0.638033032417297
93,8,"willing",0,-0.739865243434906
93,20,"willing",64,0.635981798171997
93,20,"willing",86,-0.714984923601151
93,21,"willing",0,-0.798667669296265
93,19,"willing",36,-0.757560282945633
93,17,"willing",0,0.29932975769043
94,16,"willing",55,0.695410847663879
94,23,"willing",53,0.391091346740723
94,13,"willing",29,0.433952331542969
94,26,"willing",19,0.460239052772522
94,26,"willing",25,-0.760498642921448
94,23,"willing",44,0.270068049430847
94,1,"willing",45,-0.757560282945633
94,3,"willing",55,0.638033032417297
95,3,"willing",60,0.557807087898254
