"subject","cluster_labels","question_type","score","sentiment_score"
95,16,"willing",75,0.391091346740723
95,15,"willing",50,0.457461595535278
95,21,"willing",15,-0.771744713187218
95,21,"willing",35,0.335939645767212
95,9,"willing",60,0.391091346740723
95,12,"willing",25,-0.757560282945633
95,25,"willing",70,0.453320980072021
96,11,"willing",75,0.391091346740723
96,24,"willing",0,-0.74870041012764
96,10,"willing",96,0.738454341888428
96,7,"willing",78,0.6376713514328
96,13,"willing",91,0.21867835521698
96,0,"willing",26,0.053829550743103
96,10,"willing",100,-0.757560282945633
96,6,"willing",9,-0.470828771591187
97,24,"willing",60,0.642176866531372
97,22,"willing",80,0.391091346740723
97,2,"willing",20,0.731200695037842
97,6,"willing",10,0.521633505821228
97,24,"willing",30,-0.764950722455978
97,9,"willing",20,0.304384827613831
97,9,"willing",70,-0.768006563186646
97,6,"willing",70,0.695410847663879
98,9,"willing",92,0.569373607635498
98,22,"willing",99,0.759617209434509
98,14,"willing",63,-0.533860832452774
98,22,"willing",91,-0.576511919498444
98,23,"willing",72,0.567638158798218
98,3,"willing",31,-0.771744713187218
98,22,"willing",80,-0.595013201236725
98,9,"willing",60,-0.666727006435394
99,20,"willing",60,0.743591904640198
99,13,"willing",60,0.70619523525238
99,10,"willing",73,0.790867328643799
99,20,"willing",65,0.70619523525238
99,11,"willing",65,0.569373607635498
99,20,"willing",55,0.763096928596497
99,11,"willing",70,0.590556859970093
99,11,"willing",43,0.457461595535278
100,13,"willing",100,0.556731820106506
100,13,"willing",65,0.638033032417297
100,20,"willing",100,0.508263111114502
100,20,"willing",100,0.714885711669922
100,13,"willing",100,-0.760498642921448
100,14,"willing",50,0.391091346740723
100,11,"willing",100,-0.156125068664551
100,13,"willing",100,-0.505137056112289
101,19,"willing",19,0.391091346740723
101,20,"willing",67,0.738454341888428
101,22,"willing",55,0.374200105667114
101,26,"willing",40,0.751473665237427
101,26,"willing",25,0.0578113794326782
101,13,"willing",61,0.731200695037842
101,4,"willing",10,-0.549875050783157
101,11,"willing",62,0.638033032417297
102,23,"willing",80,0.391091346740723
102,23,"willing",58,0.638033032417297
102,1,"willing",25,-0.756154701113701
102,9,"willing",80,0.490541696548462
102,12,"willing",41,0.716869711875916
102,23,"willing",30,0.463706851005554
102,9,"willing",51,0.590556859970093
102,23,"willing",75,0.542463541030884
103,13,"willing",100,0.633119344711304
103,20,"willing",100,0.695410847663879
103,20,"willing",92,-0.465785384178162
103,20,"willing",97,0.590556859970093
103,22,"willing",81,0.21867835521698
103,13,"willing",80,0.731200695037842
103,20,"willing",77,-0.757560282945633
103,22,"willing",91,0.0742924213409424
104,1,"willing",12,0.391091346740723
104,21,"willing",3,-0.710642039775848
104,26,"willing",6,-0.728010952472687
104,23,"willing",9,-0.760498642921448
104,12,"willing",8,0.313535928726196
104,12,"willing",8,0.738454341888428
104,23,"willing",13,0.731200695037842
104,26,"willing",10,0.466552972793579
105,1,"willing",25,-0.0745089650154114
105,10,"willing",61,0.660681486129761
105,10,"willing",75,0.220730304718018
105,7,"willing",60,0.6376713514328
105,23,"willing",65,0.731200695037842
105,13,"willing",65,0.731200695037842
105,22,"willing",90,-0.156125068664551
105,3,"willing",50,0.0589542388916016
106,23,"willing",35,-0.756154701113701
106,3,"willing",60,-0.0745089650154114
106,20,"willing",90,0.457461595535278
106,23,"willing",40,0.521633505821228
106,20,"willing",80,0.731200695037842
106,23,"willing",25,-0.76956869661808
106,12,"willing",30,-0.6385458111763
106,3,"willing",80,0.743591904640198
107,1,"willing",46,0.21867835521698
107,1,"willing",51,0.590816855430603
107,3,"willing",83,-0.376619517803192
107,1,"willing",52,0.21867835521698
107,23,"willing",56,-0.176089704036713
107,1,"willing",63,-0.249290764331818
107,1,"willing",45,0.0742924213409424
107,1,"willing",56,0.731200695037842
108,15,"willing",6,-0.773200288414955
108,26,"willing",35,-0.677802711725235
108,21,"willing",1,-0.460166752338409
108,21,"willing",10,-0.42878383398056
108,1,"willing",51,-0.251940310001373
108,12,"willing",5,-0.70983150601387
108,11,"willing",65,-0.731768220663071
108,17,"willing",20,-0.779227450489998
109,1,"willing",25,-0.574903130531311
109,20,"willing",100,0.695410847663879
109,1,"willing",35,0.678370833396912
109,17,"willing",5,-0.765160396695137
109,21,"willing",0,-0.779227450489998
109,21,"willing",0,-0.756154701113701
109,26,"willing",40,-0.666727006435394
109,20,"willing",100,0.672617316246033
110,12,"willing",29,-0.719035804271698
110,17,"willing",7,-0.665036976337433
110,26,"willing",10,-0.674454778432846
110,9,"willing",33,0.713557720184326
110,17,"willing",8,-0.771744713187218
110,17,"willing",5,0.731200695037842
110,13,"willing",80,0.590556859970093
110,8,"willing",0,-0.669654458761215
111,11,"willing",79,0.576468110084534
111,22,"willing",78,0.391091346740723
111,20,"willing",83,0.374200105667114
111,3,"willing",89,0.700512170791626
111,6,"willing",61,-0.505137056112289
111,22,"willing",89,0.738454341888428
111,25,"willing",86,-0.757560282945633
111,20,"willing",77,0.709429979324341
112,18,"willing",7,-0.77855496108532
112,12,"willing",5,-0.827700018882751
112,13,"willing",8,0.678370833396912
112,15,"willing",0,-0.770503968000412
112,21,"willing",0,-0.7577785551548
112,17,"willing",2,-0.737428963184357
112,17,"willing",0,-0.690592527389526
112,20,"willing",8,0.736944437026978
113,23,"willing",70,0.391091346740723
113,13,"willing",95,0.67033326625824
113,20,"willing",80,0.0217002630233765
113,1,"willing",45,0.521633505821228
113,23,"willing",70,0.716869711875916
113,9,"willing",70,0.0690457820892334
113,20,"willing",85,-0.156125068664551
113,3,"willing",65,0.590816855430603
114,22,"willing",75,0.391091346740723
114,9,"willing",75,0.391091346740723
114,22,"willing",0,0.599528908729553
114,6,"willing",0,0.313746333122253
114,23,"willing",50,-0.739816278219223
114,3,"willing",80,0.374200105667114
114,22,"willing",100,-0.188717424869537
114,20,"willing",100,0.466552972793579
115,3,"willing",79,-0.765659347176552
115,7,"willing",59,0.391091346740723
115,23,"willing",32,0.785984754562378
115,20,"willing",85,0.534272074699402
115,3,"willing",51,-0.42878383398056
115,3,"willing",43,0.270068049430847
115,23,"willing",61,-0.188717424869537
115,23,"willing",45,0.0630613565444946
116,21,"willing",1,-0.42878383398056
116,17,"willing",12,-0.566704481840134
116,12,"willing",10,-0.219715476036072
116,1,"willing",22,0.419940948486328
116,23,"willing",38,-0.765659347176552
116,8,"willing",1,-0.33955180644989
116,26,"willing",35,-0.60324227809906
116,1,"willing",29,-0.167389512062073
117,21,"willing",14,-0.771744713187218
117,17,"willing",36,-0.771744713187218
117,10,"willing",98,0.457461595535278
117,13,"willing",99,0.695410847663879
117,26,"willing",66,-0.779227450489998
117,25,"willing",96,0.110288023948669
117,7,"willing",100,-0.747337371110916
117,10,"willing",95,0.763096928596497
118,13,"willing",71,-0.156125068664551
118,22,"willing",73,0.743591904640198
118,22,"willing",26,0.678370833396912
118,20,"willing",69,0.710372924804688
118,2,"willing",9,-0.771744713187218
118,4,"willing",6,-0.756154701113701
118,9,"willing",58,-0.595013201236725
118,1,"willing",42,0.571426868438721
119,9,"willing",95,0.743591904640198
119,20,"willing",100,0.695410847663879
119,13,"willing",75,0.374200105667114
119,7,"willing",90,0.616814732551575
119,23,"willing",60,0.731200695037842
119,22,"willing",81,0.508263111114502
119,25,"willing",86,-0.757560282945633
119,7,"willing",100,0.693966627120972
120,21,"willing",5,-0.0132544636726379
120,1,"willing",33,0.708293914794922
120,1,"willing",29,0.743591904640198
120,7,"willing",81,0.759617209434509
120,26,"willing",11,0.0578113794326782
120,4,"willing",2,-0.771744713187218
120,23,"willing",23,-0.757560282945633
120,12,"willing",33,0.590816855430603
121,9,"willing",70,0.391091346740723
121,20,"willing",100,0.695410847663879
121,13,"willing",100,0.581419825553894
121,6,"willing",19,-0.771744713187218
121,9,"willing",84,-0.569934815168381
121,26,"willing",40,-0.764777109026909
121,6,"willing",91,-0.36501157283783
121,6,"willing",61,-0.598339378833771
122,20,"willing",91,0.6376713514328
122,3,"willing",40,0.391091346740723
122,16,"willing",70,0.697143316268921
122,4,"willing",19,0.751904606819153
122,17,"willing",8,-0.505137056112289
122,12,"willing",9,-0.789566174149513
122,7,"willing",90,-0.595013201236725
122,10,"willing",100,0.466552972793579
123,1,"willing",70,0.590556859970093
123,6,"willing",15,-0.0745089650154114
123,1,"willing",2,-0.714617490768433
123,6,"willing",5,-0.781074330210686
123,22,"willing",60,0.21867835521698
123,6,"willing",10,-0.756154701113701
123,22,"willing",80,-0.757560282945633
123,12,"willing",4,-0.773121148347855
124,17,"willing",10,-0.771744713187218
124,23,"willing",70,0.391091346740723
124,10,"willing",100,0.220730304718018
124,10,"willing",90,0.765826821327209
124,23,"willing",70,0.697392702102661
124,16,"willing",65,0.453320980072021
124,15,"willing",10,-0.757560282945633
124,14,"willing",90,0.0589542388916016
125,26,"willing",60,-0.771744713187218
125,21,"willing",20,-0.674454778432846
125,10,"willing",90,0.220730304718018
125,7,"willing",80,0.742148160934448
125,9,"willing",75,-0.156125068664551
125,13,"willing",90,-0.369411110877991
125,1,"willing",65,0.571426868438721
125,19,"willing",35,-0.779227450489998
126,26,"willing",10,0.695410847663879
126,14,"willing",100,0.695410847663879
126,16,"willing",65,0.738454341888428
126,26,"willing",10,0.738454341888428
126,9,"willing",20,-0.709005445241928
126,4,"willing",10,-0.574903130531311
126,2,"willing",0,-0.709005445241928
126,14,"willing",20,0.627710700035095
127,22,"willing",80,0.21867835521698
127,22,"willing",81,0.695410847663879
127,2,"willing",0,-0.739865243434906
127,9,"willing",53,-0.771744713187218
127,17,"willing",0,0.238385558128357
127,12,"willing",9,-0.807989463210106
127,23,"willing",71,-0.156125068664551
127,22,"willing",100,0.571426868438721
128,17,"willing",21,-0.703788310289383
128,10,"willing",100,0.695410847663879
128,7,"willing",63,0.678370833396912
128,25,"willing",93,0.742148160934448
128,22,"willing",94,-0.768006563186646
128,12,"willing",17,-0.771744713187218
128,23,"willing",54,-0.757560282945633
128,3,"willing",70,-0.372870028018951
129,20,"willing",90,0.743591904640198
129,22,"willing",70,0.562149405479431
129,17,"willing",20,-0.739865243434906
129,23,"willing",70,0.714885711669922
129,12,"willing",15,-0.505137056112289
129,20,"willing",75,0.304384827613831
129,22,"willing",80,0.21867835521698
129,12,"willing",30,-0.680414855480194
130,9,"willing",40,-0.470828771591187
130,22,"willing",60,0.743591904640198
130,14,"willing",85,0.374200105667114
130,14,"willing",70,0.476712942123413
130,15,"willing",25,-0.470828771591187
130,8,"willing",5,-0.756154701113701
130,24,"willing",70,-0.591646939516068
130,22,"willing",90,0.0480363368988037
131,20,"willing",81,0.557807087898254
131,20,"willing",75,0.738454341888428
131,4,"willing",9,0.165615081787109
131,6,"willing",15,-0.240374445915222
131,23,"willing",70,-0.34884637594223
131,20,"willing",77,0.0217002630233765
131,20,"willing",70,0.21867835521698
131,1,"willing",61,-0.193140745162964
132,1,"willing",0,-0.703035563230515
132,22,"willing",21,0.720000624656677
132,17,"willing",0,0.169663071632385
132,12,"willing",0,-0.317578494548798
132,21,"willing",0,-0.771744713187218
132,17,"willing",0,-0.661104321479797
132,5,"willing",0,-0.445094525814056
132,20,"willing",100,0.672617316246033
133,20,"willing",100,0.697143316268921
133,14,"willing",100,0.759617209434509
133,10,"willing",100,0.374200105667114
133,4,"willing",0,0.419940948486328
133,17,"willing",0,-0.771744713187218
133,13,"willing",100,0.304384827613831
133,18,"willing",100,-0.156125068664551
133,7,"willing",100,0.743591904640198
134,23,"willing",55,-0.444656133651733
134,16,"willing",65,0.0105235576629639
134,23,"willing",65,-0.278412461280823
134,1,"willing",31,-0.0840896964073181
134,4,"willing",1,-0.771744713187218
134,20,"willing",85,0.435176491737366
134,26,"willing",30,-0.711745262145996
134,3,"willing",60,0.195933938026428
135,12,"willing",21,-0.305513978004456
135,19,"willing",25,-0.167389512062073
135,7,"willing",16,-0.773037195205688
135,7,"willing",39,0.695410847663879
135,23,"willing",25,-0.768604531884193
135,4,"willing",10,-0.728010952472687
135,14,"willing",67,-0.757560282945633
135,0,"willing",61,0.674097537994385
136,20,"willing",63,0.391091346740723
136,23,"willing",81,0.147838950157166
136,17,"willing",8,-0.535250902175903
136,1,"willing",17,0.635981798171997
136,3,"willing",60,-0.765911981463432
136,3,"willing",47,-0.00736469030380249
136,22,"willing",79,-0.789647683501244
136,25,"willing",61,-0.491271317005157
137,10,"willing",100,0.695410847663879
137,19,"willing",0,0.48602294921875
137,9,"willing",78,0.374200105667114
137,19,"willing",47,0.731200695037842
137,19,"willing",5,-0.470828771591187
137,4,"willing",0,-0.771744713187218
137,14,"willing",100,0.590556859970093
137,10,"willing",100,0.78659188747406
138,4,"willing",8,-0.484053313732147
138,17,"willing",33,0.198286771774292
138,17,"willing",19,-0.739865243434906
138,22,"willing",72,0.615759372711182
138,1,"willing",42,-0.771744713187218
138,12,"willing",44,0.374200105667114
138,14,"willing",96,-0.591646939516068
138,8,"willing",5,-0.697356998920441
139,14,"willing",100,-0.112066864967346
139,10,"willing",100,0.638033032417297
139,14,"willing",68,-0.569750815629959
139,13,"willing",100,-0.0313774943351746
139,10,"willing",100,-0.156125068664551
139,10,"willing",100,0.053829550743103
139,15,"willing",52,-0.711745262145996
139,5,"willing",80,-0.193140745162964
140,1,"willing",5,0.391091346740723
140,20,"willing",65,0.638033032417297
140,19,"willing",0,-0.788779139518738
140,22,"willing",0,0.731200695037842
140,11,"willing",5,-0.156125068664551
140,13,"willing",0,-0.728010952472687
140,1,"willing",0,-0.757560282945633
140,13,"willing",52,0.731200695037842
141,8,"willing",0,-0.771744713187218
141,8,"willing",0,-0.521409273147583
141,1,"willing",20,-0.0930331349372864
141,16,"willing",15,0.635981798171997
141,17,"willing",0,-0.792643219232559
141,12,"willing",0,0.0690457820892334
141,13,"willing",100,-0.757560282945633
141,8,"willing",0,-0.771744713187218
142,21,"willing",0,0.391091346740723
142,18,"willing",8,0.638033032417297
142,20,"willing",8,0.414975047111511
142,1,"willing",0,0.635981798171997
142,18,"willing",0,-0.105449199676514
142,26,"willing",0,0.0690457820892334
142,26,"willing",5,-0.549875050783157
142,1,"willing",5,0.29932975769043
143,23,"willing",5,0.695410847663879
143,20,"willing",100,0.537293791770935
143,14,"willing",86,0.660681486129761
143,20,"willing",100,0.654441595077515
143,5,"willing",0,-0.760498642921448
143,26,"willing",0,0.440481781959534
143,24,"willing",100,-0.156125068664551
143,12,"willing",10,0.67033326625824
144,8,"willing",0,-0.771744713187218
144,4,"willing",34,0.391091346740723
144,26,"willing",29,-0.278412461280823
144,6,"willing",35,-0.494307994842529
144,1,"willing",51,-0.792225018143654
144,8,"willing",0,-0.802049145102501
144,18,"willing",70,0.363780379295349
144,8,"willing",17,-0.193140745162964
145,8,"willing",0,-0.703788310289383
145,8,"willing",0,-0.817414432764053
145,8,"willing",0,-0.739865243434906
145,8,"willing",0,-0.096336305141449
145,6,"willing",4,-0.779154896736145
145,8,"willing",0,-0.632222086191177
145,8,"willing",0,-0.728010952472687
145,8,"willing",0,-0.779227450489998
146,10,"willing",98,0.243342995643616
146,11,"willing",80,0.638033032417297
146,2,"willing",10,-0.271272003650665
146,5,"willing",0,0.476712942123413
146,2,"willing",0,-0.771744713187218
146,22,"willing",60,-0.399952232837677
146,11,"willing",97,-0.549875050783157
146,12,"willing",20,-0.666727006435394
147,15,"willing",10,-0.784131273627281
147,18,"willing",10,-0.784131273627281
147,22,"willing",3,-0.771744713187218
147,20,"willing",80,0.710372924804688
147,0,"willing",92,0.639849781990051
147,1,"willing",10,-0.728010952472687
147,15,"willing",12,-0.757560282945633
147,13,"willing",80,0.753876805305481
148,6,"willing",10,-0.771744713187218
148,10,"willing",90,0.700512170791626
148,13,"willing",20,0.374200105667114
148,13,"willing",90,0.742148160934448
148,12,"willing",0,-0.122550547122955
148,13,"willing",90,0.738454341888428
148,5,"willing",100,-0.156125068664551
148,3,"willing",60,0.78659188747406
149,24,"willing",100,-0.549875050783157
149,7,"willing",100,0.391091346740723
149,19,"willing",88,0.678370833396912
149,10,"willing",100,0.569373607635498
149,19,"willing",90,0.464962840080261
149,0,"willing",100,0.21867835521698
149,6,"willing",61,-0.36501157283783
149,6,"willing",62,-0.188717424869537
150,8,"willing",0,-0.779227450489998
150,8,"willing",0,-0.795571208000183
150,8,"willing",0,-0.739865243434906
150,6,"willing",0,0.504899859428406
150,9,"willing",13,0.731200695037842
150,8,"willing",0,-0.773200288414955
150,16,"willing",4,0.590556859970093
150,8,"willing",0,-0.771744713187218
151,1,"willing",12,0.391091346740723
151,16,"willing",82,0.21867835521698
151,23,"willing",25,0.508263111114502
151,18,"willing",15,-0.362187266349792
151,18,"willing",32,-0.757172673940659
151,16,"willing",82,0.374200105667114
151,3,"willing",63,-0.709005445241928
151,1,"willing",37,0.78659188747406
152,12,"willing",57,0.391091346740723
152,13,"willing",95,0.590816855430603
152,10,"willing",100,0.270068049430847
152,18,"willing",39,0.714885711669922
152,21,"willing",0,-0.690592527389526
152,20,"willing",90,0.374200105667114
152,1,"willing",51,-0.764777109026909
152,17,"willing",7,0.0401246547698975
153,4,"willing",0,0.391091346740723
153,17,"willing",0,-0.703788310289383
153,4,"willing",0,-0.726589232683182
153,4,"willing",0,0.731200695037842
153,8,"willing",0,-0.771744713187218
153,6,"willing",9,0.647480130195618
153,8,"willing",0,-0.764777109026909
153,4,"willing",0,-0.505137056112289
154,20,"willing",80,0.391091346740723
154,10,"willing",90,0.660681486129761
154,13,"willing",75,0.75802755355835
154,20,"willing",80,0.521633505821228
154,20,"willing",30,0.402666091918945
154,13,"willing",73,0.053829550743103
154,23,"willing",70,0.571426868438721
154,13,"willing",100,0.724982976913452
155,1,"willing",55,-0.188717424869537
155,23,"willing",49,-0.692854017019272
155,3,"willing",47,0.642176866531372
155,23,"willing",51,0.742148160934448
155,23,"willing",60,-0.661460995674133
155,1,"willing",60,0.345117449760437
155,22,"willing",72,-0.156125068664551
155,9,"willing",49,-0.0209064483642578
156,3,"willing",39,-0.771744713187218
156,17,"willing",8,-0.521409273147583
156,22,"willing",70,-0.552331179380417
156,20,"willing",92,0.78659188747406
156,17,"willing",28,-0.726138889789581
156,17,"willing",24,-0.771744713187218
156,24,"willing",81,0.731200695037842
156,0,"willing",38,0.179336547851562
157,1,"willing",15,0.391091346740723
157,11,"willing",30,0.0589542388916016
157,14,"willing",65,0.508263111114502
157,13,"willing",100,0.571426868438721
157,20,"willing",100,0.742148160934448
157,3,"willing",55,0.304384827613831
157,25,"willing",100,0.590556859970093
157,0,"willing",50,0.642565488815308
158,5,"willing",33,-0.505137056112289
158,12,"willing",5,-0.761645391583443
158,14,"willing",75,0.75802755355835
158,10,"willing",90,0.716869711875916
158,16,"willing",100,0.759862065315247
158,21,"willing",0,-0.576001197099686
158,15,"willing",5,-0.757560282945633
158,13,"willing",75,0.724900603294373
159,12,"willing",32,-0.771744713187218
159,20,"willing",70,0.569373607635498
159,10,"willing",81,0.678370833396912
159,12,"willing",39,0.48602294921875
159,23,"willing",72,0.731200695037842
159,13,"willing",100,0.759617209434509
159,23,"willing",40,-0.680414855480194
159,3,"willing",60,-0.764777109026909
160,10,"willing",73,0.571426868438721
160,15,"willing",0,-0.778576478362083
160,20,"willing",70,0.374200105667114
160,20,"willing",75,0.731200695037842
160,13,"willing",95,-0.771348029375076
160,10,"willing",90,0.220730304718018
160,6,"willing",75,-0.709005445241928
160,1,"willing",50,0.550889253616333
161,8,"willing",0,-0.771744713187218
161,8,"willing",0,-0.784131273627281
161,16,"willing",86,0.374200105667114
161,21,"willing",0,-0.785316154360771
161,1,"willing",46,0.731200695037842
161,8,"willing",0,-0.798667669296265
161,15,"willing",0,-0.595013201236725
161,0,"willing",5,-0.505137056112289
162,25,"willing",100,-0.156125068664551
162,13,"willing",100,0.708225727081299
162,10,"willing",100,0.646706104278564
162,20,"willing",100,-0.494307994842529
162,19,"willing",100,-0.833543032407761
162,16,"willing",100,0.0690457820892334
162,23,"willing",100,-0.757560282945633
162,0,"willing",100,0.453320980072021
163,20,"willing",98,0.77502977848053
163,12,"willing",10,0.753806471824646
163,26,"willing",4,0.599528908729553
163,4,"willing",9,-0.788402155041695
163,3,"willing",79,0.731200695037842
163,21,"willing",20,0.599528908729553
163,17,"willing",8,-0.788402155041695
163,12,"willing",80,0.599528908729553
164,21,"willing",0,-0.784131273627281
164,4,"willing",0,-0.771744713187218
164,26,"willing",0,0.453320980072021
164,3,"willing",7,0.742148160934448
164,23,"willing",10,-0.505137056112289
164,26,"willing",0,0.374200105667114
164,23,"willing",15,0.21867835521698
164,15,"willing",0,-0.666727006435394
165,22,"willing",91,-0.156125068664551
165,19,"willing",74,0.638033032417297
165,12,"willing",55,-0.734119713306427
165,23,"willing",85,-0.790761336684227
165,3,"willing",60,-0.796282038092613
165,1,"willing",61,-0.728010952472687
165,18,"willing",65,-0.757560282945633
165,3,"willing",92,0.652366042137146
166,23,"willing",43,0.391091346740723
166,12,"willing",41,0.642176866531372
166,1,"willing",33,-0.771744713187218
166,1,"willing",35,0.753806471824646
166,1,"willing",44,0.402666091918945
166,1,"willing",18,-0.759581834077835
166,3,"willing",63,-0.156125068664551
166,23,"willing",80,0.714885711669922
167,0,"willing",51,-0.444656133651733
167,18,"willing",0,0.638033032417297
167,7,"willing",72,0.345117449760437
167,10,"willing",94,0.635981798171997
167,10,"willing",100,0.508122563362122
167,17,"willing",0,0.0690457820892334
167,10,"willing",100,0.731200695037842
167,26,"willing",51,0.266104459762573
168,25,"willing",66,0.695410847663879
168,23,"willing",40,-0.664098620414734
168,9,"willing",45,-0.14861673116684
168,17,"willing",3,-0.771744713187218
168,23,"willing",54,-0.790761336684227
168,23,"willing",28,-0.778576478362083
168,26,"willing",26,-0.680414855480194
168,3,"willing",72,-0.651590406894684
169,23,"willing",0,-0.13082617521286
169,13,"willing",91,0.580008625984192
169,5,"willing",4,0.457461595535278
169,3,"willing",27,-0.765659347176552
169,26,"willing",6,-0.765659347176552
169,15,"willing",8,-0.781182378530502
169,5,"willing",31,0.731200695037842
169,16,"willing",53,0.743591904640198
170,23,"willing",50,0.391091346740723
170,22,"willing",20,0.660681486129761
170,7,"willing",5,0.646706104278564
170,4,"willing",0,-0.81609944999218
170,17,"willing",5,-0.795571208000183
170,11,"willing",10,-0.424350440502167
170,7,"willing",70,-0.757560282945633
170,21,"willing",0,-0.771744713187218
171,20,"willing",94,0.590556859970093
171,20,"willing",85,0.738454341888428
171,3,"willing",57,0.345117449760437
171,16,"willing",85,0.697143316268921
171,23,"willing",50,0.731200695037842
171,14,"willing",95,0.391091346740723
171,16,"willing",70,-0.156125068664551
171,3,"willing",75,0.599528908729553
172,23,"willing",46,0.660681486129761
172,17,"willing",5,-0.737778931856155
172,20,"willing",71,0.738454341888428
172,20,"willing",90,0.693966627120972
172,22,"willing",80,0.227182388305664
172,5,"willing",8,-0.80991804599762
172,2,"willing",60,-0.595013201236725
172,1,"willing",20,0.0760346651077271
173,5,"willing",68,0.695410847663879
173,22,"willing",100,0.759617209434509
173,14,"willing",77,0.374200105667114
173,7,"willing",69,0.571426868438721
173,1,"willing",43,0.731200695037842
173,5,"willing",45,0.738454341888428
173,18,"willing",81,-0.591646939516068
173,1,"willing",55,0.78659188747406
174,23,"willing",61,0.0695079565048218
174,22,"willing",87,0.638033032417297
174,23,"willing",51,-0.728010952472687
174,26,"willing",34,0.521633505821228
174,4,"willing",16,-0.771744713187218
174,1,"willing",53,0.0690457820892334
174,3,"willing",85,-0.156125068664551
174,20,"willing",95,0.670098781585693
175,25,"willing",86,0.391091346740723
175,22,"willing",93,0.0105235576629639
175,16,"willing",77,0.444761276245117
175,26,"willing",32,-0.771744713187218
175,26,"willing",55,-0.765659347176552
175,23,"willing",81,0.0690457820892334
175,26,"willing",54,-0.765659347176552
175,3,"willing",85,0.647480130195618
176,22,"willing",90,0.571426868438721
176,22,"willing",85,0.391091346740723
176,14,"willing",85,0.75802755355835
176,12,"willing",20,-0.131410777568817
176,23,"willing",75,0.313535928726196
176,1,"willing",65,-0.574903130531311
176,12,"willing",10,-0.76291199028492
176,23,"willing",70,0.638033032417297
177,1,"willing",35,0.423606395721436
177,23,"willing",48,0.391091346740723
177,1,"willing",29,-0.674454778432846
177,20,"willing",100,-0.494307994842529
177,1,"willing",77,0.759862065315247
177,23,"willing",40,-0.598286598920822
177,22,"willing",86,-0.188717424869537
177,13,"willing",100,0.466552972793579
178,16,"willing",69,0.391091346740723
178,13,"willing",100,0.724982976913452
178,21,"willing",0,-0.771744713187218
178,11,"willing",98,0.742148160934448
178,12,"willing",10,-0.771744713187218
178,10,"willing",100,0.053829550743103
178,20,"willing",100,-0.156125068664551
178,1,"willing",64,0.638033032417297
179,11,"willing",97,0.391091346740723
179,20,"willing",65,0.439103603363037
179,23,"willing",5,-0.739865243434906
179,3,"willing",15,-0.710176676511765
179,25,"willing",52,0.504899859428406
179,11,"willing",80,-0.369411110877991
179,11,"willing",75,-0.156125068664551
179,24,"willing",40,-0.722106844186783
180,18,"willing",30,0.649226784706116
180,22,"willing",60,0.695410847663879
180,7,"willing",25,-0.802792817354202
180,25,"willing",40,0.742148160934448
180,25,"willing",70,-0.76291199028492
180,25,"willing",41,0.374200105667114
180,3,"willing",56,-0.709005445241928
180,18,"willing",55,-0.184568881988525
181,16,"willing",70,0.695410847663879
181,20,"willing",61,0.571426868438721
181,16,"willing",51,0.678370833396912
181,20,"willing",66,0.695410847663879
181,10,"willing",100,0.313535928726196
181,16,"willing",46,-0.58281946182251
181,22,"willing",85,-0.757560282945633
181,22,"willing",52,0.405173659324646
182,4,"willing",0,-0.768433541059494
182,6,"willing",51,-0.167389512062073
182,8,"willing",0,-0.771744713187218
182,6,"willing",30,0.521633505821228
182,4,"willing",0,-0.778576478362083
182,21,"willing",0,0.467449903488159
182,25,"willing",100,-0.419898331165314
182,25,"willing",100,0.700961112976074
183,6,"willing",80,0.642176866531372
183,4,"willing",0,0.391091346740723
183,6,"willing",0,-0.760498642921448
183,23,"willing",60,0.521633505821228
183,18,"willing",14,0.731200695037842
183,4,"willing",8,-0.728010952472687
183,2,"willing",0,-0.757560282945633
183,16,"willing",50,0.731200695037842
184,4,"willing",1,-0.805756703019142
184,18,"willing",5,-0.167389512062073
184,10,"willing",12,0.678370833396912
184,20,"willing",75,0.742148160934448
184,14,"willing",12,0.571426868438721
184,23,"willing",6,0.546449065208435
184,6,"willing",1,-0.180380582809448
184,0,"willing",100,0.78659188747406
185,13,"willing",86,0.70619523525238
185,14,"willing",77,0.695410847663879
185,10,"willing",81,0.743591904640198
185,14,"willing",81,0.70619523525238
185,10,"willing",86,0.731200695037842
185,14,"willing",82,0.569373607635498
185,14,"willing",73,0.790867328643799
185,10,"willing",100,0.763096928596497
186,22,"willing",85,0.674097537994385
186,1,"willing",25,0.642176866531372
186,4,"willing",5,-0.317578494548798
186,14,"willing",90,0.560789585113525
186,13,"willing",92,0.508122563362122
186,25,"willing",75,0.457461595535278
186,2,"willing",0,-0.750480443239212
186,13,"willing",95,0.466552972793579
187,25,"willing",62,0.674097537994385
187,8,"willing",0,-0.661104321479797
187,22,"willing",38,0.738454341888428
187,13,"willing",40,0.731200695037842
187,25,"willing",60,0.199566960334778
187,17,"willing",0,-0.798667669296265
187,0,"willing",29,0.21867835521698
187,8,"willing",0,-0.771744713187218
188,5,"willing",71,-0.505137056112289
188,21,"willing",8,0.638033032417297
188,22,"willing",70,0.391091346740723
188,1,"willing",69,0.731200695037842
188,4,"willing",11,-0.771744713187218
188,8,"willing",4,-0.574852555990219
188,7,"willing",35,-0.431646764278412
188,22,"willing",63,-0.530057966709137
189,23,"willing",74,0.695410847663879
189,23,"willing",74,0.172764897346497
189,16,"willing",70,0.374200105667114
189,1,"willing",60,0.476712942123413
